App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Country
CD Roma's,BUSINESS,,2,6.7M,100+,Free,0,Everyone,Business,"June 4, 2015",2.00.0.3,4.0.3 and up,CANADA
CD Ready,BUSINESS,4.6,52,Varies with device,"1,000+",Free,0,Everyone,Business,"February 2, 2017",6.3.3,4.0 and up,United States
CD Ready,BUSINESS,4.6,52,Varies with device,"1,000+",Free,0,Everyone,Business,"February 2, 2017",6.3.3,4.0 and up,CANADA
CD Live - Club del Deportista,LIFESTYLE,,8,9.2M,500+,Free,0,Everyone,Lifestyle,"June 12, 2018",4.1,4.1 and up,United States
Bootable Methods(USB-CD-DVD),BOOKS_AND_REFERENCE,3.4,37,3.4M,"10,000+",Free,0,Everyone,Books & Reference,"May 31, 2018",1.5,4.0 and up,UNITED KINGDOM
Creative CD Letter Holder,LIFESTYLE,,0,13M,10+,Free,0,Everyone,Lifestyle,"November 15, 2017",7.1,4.0 and up,United States
CD CHOICE TUBE,FAMILY,5.0,10,5.8M,500+,Free,0,Everyone,Entertainment,"July 23, 2017",0.0.4,4.1 and up,Canada
My Movies Pro - Movie & TV Collection Library,LIFESTYLE,4.6,6477,20M,"10,000+",Paid,$7.99,Everyone,Lifestyle,"July 16, 2018",2.26 Build 17,4.1 and up,United States
CD - Teach me ABC English L1,FAMILY,,2,63M,500+,Free,0,Everyone,Education,"June 18, 2017",1.0.0,4.0 and up,Canada
Best Design CD Ideas,LIFESTYLE,,0,13M,10+,Free,0,Everyone,Lifestyle,"April 18, 2018",1.0.0,4.0.3 and up,United States
CD Carpe Diem App,FAMILY,,17,27M,100+,Free,0,Everyone,Education,"July 18, 2018",2,4.1 and up,Canada
Yazdani Cd Center EllahAbad Official App,FAMILY,5.0,8,3.8M,500+,Free,0,Everyone,Entertainment,"January 12, 2018",2.0,4.0 and up,Canada
DIY cd rom ideas,LIFESTYLE,,5,12M,500+,Free,0,Everyone,Lifestyle,"October 17, 2016",1.0,2.3.3 and up,United States
Easy DIY CD Craft Ideas,ART_AND_DESIGN,,7,5.6M,"5,000+",Free,0,Everyone,Art & Design,"May 30, 2018",1.0,2.3 and up,United States
CD-Zing,BUSINESS,3.8,70,Varies with device,"1,000+",Free,0,Everyone,Business,"October 26, 2016",6.2.7,4.0 and up,United States
CD-Zing,BUSINESS,3.8,70,Varies with device,"1,000+",Free,0,Everyone,Business,"October 26, 2016",6.2.7,4.0 and up,CANADA
DIY Recycled CD Wall Art,LIFESTYLE,,3,7.9M,"1,000+",Free,0,Everyone,Lifestyle,"December 14, 2016",1.0,2.3 and up,United States
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,,21,16M,100+,Paid,$1.49,Everyone,Auto & Vehicles,"July 27, 2018",1.49,4.0 and up,United States
DIY CD Craft Ideas,LIFESTYLE,4.4,5,4.6M,"1,000+",Free,0,Everyone,Lifestyle,"January 14, 2017",1.0,2.3 and up,United States
CD Supply,BUSINESS,,0,14M,5+,Free,0,Mature 17+,Business,"May 28, 2018",2.3.2,5.0 and up,United States
CD Supply,BUSINESS,,0,14M,5+,Free,0,Mature 17+,Business,"May 28, 2018",2.3.2,5.0 and up,CANADA
Music Collector Inventory Organizer UPC Discogs,LIFESTYLE,3.5,155,12M,"10,000+",Free,0,Everyone,Lifestyle,"October 13, 2017",3.1,4.1 and up,United States
CE Broker,FAMILY,3.7,190,12M,"10,000+",Free,0,Everyone,Education,"March 22, 2017",2.2.0,4.4 and up,Canada
CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4.0M,"1,000+",Free,0,Everyone,Education,"May 25, 2018",3.0.18,5.0 and up,Canada
Theatre of the Absurd CE(Full),FAMILY,4.1,1143,15M,"10,000+",Paid,$2.99,Everyone 10+,Casual,"May 21, 2013",1.0,2.0.1 and up,Canada
CE SmartApp.com,BUSINESS,,0,42M,100+,Free,0,Everyone,Business,"March 16, 2018",102.0.875,4.2 and up,United States
CE SmartApp.com,BUSINESS,,0,42M,100+,Free,0,Everyone,Business,"March 16, 2018",102.0.875,4.2 and up,CANADA
Professor Online SEDUC-CE,FAMILY,4.1,188,4.6M,"10,000+",Free,0,Everyone,Education,"July 6, 2018",1.3,4.1 and up,Canada
ABAI CE Scanner,FAMILY,,0,4.3M,"1,000+",Free,0,Everyone,Education,"January 23, 2018",1.3,4.1 and up,Canada
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5.0,1,27M,100+,Paid,$4.99,Everyone,Education,"March 28, 2018",1.5.2,4.1 and up,Canada
Shiver: Moonlit Grove CE,FAMILY,4.1,3433,23M,"50,000+",Free,0,Everyone 10+,Casual,"March 14, 2016",1.1.0,2.3.3 and up,Canada
Beast of Lycan Isle CE,FAMILY,4.1,2683,20M,"50,000+",Free,0,Everyone 10+,Casual,"January 23, 2014",1.0,2.3 and up,Canada
QUI EST CE ?,FAMILY,,7,5.4M,"1,000+",Free,0,Everyone,Puzzle,"October 11, 2015",1.0,2.2 and up,Canada
Volvo CE Insider,BUSINESS,4.2,45,24M,"1,000+",Free,0,Everyone,Business,"March 16, 2018",1.15.5,4.0.3 and up,United States
Volvo CE Insider,BUSINESS,4.2,45,24M,"1,000+",Free,0,Everyone,Business,"March 16, 2018",1.15.5,4.0.3 and up,CANADA
AC CE BJT Actorial,FAMILY,,1,1.4M,50+,Paid,$2.00,Everyone,Education,"September 27, 2015",2.4,1.6 and up,Canada
MCQ CE IT,FAMILY,5.0,22,3.6M,"1,000+",Free,0,Everyone,Education,"November 7, 2017",2.0,4.4 and up,Canada
Placement Tips for BE (CE/IT),FAMILY,4.4,7,6.3M,500+,Free,0,Everyone,Education,"June 24, 2016",1.4,4.0 and up,Canada
NetApp CE,BUSINESS,,0,21M,100+,Free,0,Everyone,Business,"February 27, 2018",v6.6.0,5.0 and up,United States
NetApp CE,BUSINESS,,0,21M,100+,Free,0,Everyone,Business,"February 27, 2018",v6.6.0,5.0 and up,CANADA
Depths of Betrayal CE (Full),FAMILY,4.3,363,14M,"1,000+",Paid,$2.99,Everyone 10+,Casual,"August 19, 2013",1.0.0,2.3 and up,Canada
Merck CE,BUSINESS,4.5,2,25M,100+,Free,0,Everyone,Business,"February 13, 2017",1.0,4.1 and up,United States
Merck CE,BUSINESS,4.5,2,25M,100+,Free,0,Everyone,Business,"February 13, 2017",1.0,4.1 and up,CANADA
CE-STRONG,FAMILY,,0,16M,100+,Free,0,Everyone,Education,"June 17, 2016",1.0.4,4.0 and up,Canada
Magana Jari ce Littafi Na Uku : Part 3 of 3,FAMILY,4.8,65,55M,"5,000+",Free,0,Everyone,Education,"November 19, 2017",1.0,4.0 and up,Canada
Qu'est ce qui est jaune et qui attend ?,FAMILY,,10,3.0M,500+,Free,0,Everyone,Entertainment,"July 13, 2017",1.1 (j'sais pas),4.4 and up,Canada
CE KISIO,LIFESTYLE,,1,24M,100+,Free,0,Everyone,Lifestyle,"February 5, 2018",1.0.1,4.1 and up,United States
CE SODEXO PASS FRANCE,PRODUCTIVITY,,0,21M,50+,Free,0,Everyone,Productivity,"June 6, 2018",2.3,4.1 and up,United States
ACCEPT CE MARKING,PRODUCTIVITY,,0,30M,10+,Free,0,Everyone,Productivity,"June 28, 2018",1.0,4.1 and up,United States
CE AR LOG,LIFESTYLE,,0,23M,1+,Free,0,Everyone,Lifestyle,"July 11, 2018",1.0.1,4.1 and up,United States
CE Airbus,LIFESTYLE,,0,Varies with device,100+,Free,0,Everyone,Lifestyle,"April 24, 2018",Varies with device,Varies with device,United States
"Führerschein Klasse CE, LKW 2018",FAMILY,,57,Varies with device,"1,000+",Paid,$2.49,Everyone,Education,"April 9, 2018",4.2.0,Varies with device,Canada
CE Intelligence,BUSINESS,,0,10M,5+,Free,0,Everyone,Business,"November 15, 2016",1.1,4.0 and up,United States
CE Intelligence,BUSINESS,,0,10M,5+,Free,0,Everyone,Business,"November 15, 2016",1.1,4.0 and up,CANADA
CF SHOP!,LIFESTYLE,2.8,88,43M,"10,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",1.8.1,4.4 and up,United States
CF Life,FAMILY,5.0,4,8.3M,100+,Free,0,Everyone,Education,"June 27, 2018",3.8.0,4.1 and up,Canada
CF Appreciation,LIFESTYLE,2.0,11,6.2M,"1,000+",Free,0,Everyone,Lifestyle,"June 12, 2018",2.4.78-s,4.1 and up,United States
Unity CF,LIFESTYLE,5.0,5,8.3M,100+,Free,0,Everyone,Lifestyle,"April 12, 2016",1.0,4.0.3 and up,United States
Overcomers CF - GA,LIFESTYLE,5.0,7,11M,100+,Free,0,Everyone,Lifestyle,"March 20, 2017",1.1,4.1 and up,United States
CF Chat: Connecting Friends,COMMUNICATION,3.4,5,2.4M,100+,Free,0,Teen,Communication,"April 27, 2016",1.4,2.3 and up,UNITED KINGDOM
Team CF,LIFESTYLE,,0,3.0M,100+,Free,0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up,United States
CF Calculator,LIFESTYLE,3.3,25,4.7M,"1,000+",Free,0,Everyone,Lifestyle,"March 10, 2015",1.0.2,4.0 and up,United States
CF Climb,LIFESTYLE,1.5,2,3.0M,100+,Free,0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up,United States
Villarreal CF Wallpapers 4 Fans,LIFESTYLE,,2,3.2M,50+,Free,0,Everyone,Lifestyle,"May 22, 2018",1.0,4.0 and up,United States
Valencia CF Wallpapers 4 Fans,LIFESTYLE,,4,3.1M,100+,Free,0,Everyone,Lifestyle,"May 22, 2018",1.0,4.0 and up,United States
CF Church,FAMILY,,1,8.7M,50+,Free,0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up,Canada
Málaga CF Wallpapers 4 Fans,LIFESTYLE,,2,3.1M,10+,Free,0,Everyone,Lifestyle,"May 22, 2018",1.0,4.0 and up,United States
CG - Calendars Add-On,PRODUCTIVITY,3.6,49,2.3M,"5,000+",Free,0,Everyone 10+,Productivity,"July 29, 2015",1.0.1,4.0 and up,United States
All Info about Cg,FAMILY,4.7,15,4.1M,"1,000+",Free,0,Teen,Education,"November 10, 2017",7.4,2.3 and up,Canada
cg guruji,FAMILY,4.5,170,4.1M,"10,000+",Free,0,Everyone,Education,"November 14, 2017",7.2,2.3 and up,Canada
CG Yojna & Jansampark,FAMILY,4.0,54,4.1M,"5,000+",Free,0,Teen,Education,"September 12, 2017",7.2,2.3 and up,Canada
CG Job Alerts,FAMILY,4.2,116,4.1M,"10,000+",Free,0,Everyone,Education,"September 11, 2017",7.2,2.3 and up,Canada
CG - Conference Call Add-On,PRODUCTIVITY,,6,1.1M,"1,000+",Free,0,Everyone,Productivity,"August 2, 2018",1.2,4.0 and up,United States
Somos CG,PRODUCTIVITY,,2,18M,100+,Free,0,Everyone,Productivity,"April 26, 2018",1.2.0,4.1 and up,United States
CG Samanya Gyan,FAMILY,4.2,145,4.1M,"10,000+",Free,0,Teen,Education,"September 12, 2017",7.2,2.3 and up,Canada
CG Wallpapers,FAMILY,4.5,11,3.5M,500+,Free,0,Mature 17+,Entertainment,"June 19, 2018",12.1,4.0.3 and up,Canada
Best CG Backgrounds,FAMILY,3.6,8,3.7M,500+,Free,0,Everyone,Entertainment,"May 20, 2018",8.0,4.0.3 and up,Canada
Amazing CG Backgrounds,FAMILY,4.2,34,4.0M,"1,000+",Free,0,Everyone,Entertainment,"May 17, 2018",9.0,4.0.3 and up,Canada
Chat Anónimo Gratis Español CG,DATING,3.5,69,4.0M,"5,000+",Free,0,Everyone,Dating,"July 10, 2017",1.0.2,2.3 and up,CHINA
CG FM,FAMILY,5.0,2,6.6M,500+,Free,0,Everyone,Entertainment,"January 31, 2018",1.0.9,4.1 and up,Canada
ASCP® CG Exam Flashcards 2018,FAMILY,,0,4.1M,100+,Free,0,Everyone,Education,"June 13, 2017",1.0,4.3 and up,Canada
Best CG views,FAMILY,4.2,4,2.5M,100+,Free,0,Teen,Entertainment,"June 24, 2015",5.1,3.0 and up,Canada
My CG,PRODUCTIVITY,,0,Varies with device,10+,Free,0,Teen,Productivity,"August 2, 2018",Varies with device,Varies with device,United States
Best CG Photography,FAMILY,,1,2.5M,500+,Free,0,Unrated,Entertainment,"June 24, 2015",5.2,3.0 and up,Canada
BF CG View Wallpapers,FAMILY,3.6,13,2.5M,"1,000+",Free,0,Teen,Entertainment,"June 19, 2015",3.0,3.0 and up,Canada
CG Sanyukt Bharti Pariksha 2018,FAMILY,4.3,14,4.3M,"1,000+",Free,0,Teen,Education,"January 10, 2018",7.4,2.3 and up,Canada
CG Shikshak,FAMILY,4.4,211,6.8M,"10,000+",Free,0,Everyone,Education,"July 5, 2016",2.0,4.0.3 and up,Canada
CG Backgrounds,FAMILY,4.0,8,3.6M,500+,Free,0,Everyone,Entertainment,"June 19, 2018",8.1,4.0.3 and up,Canada
CG - Chemistry free,FAMILY,5.0,7,2.3M,"1,000+",Free,0,Everyone,Education,"May 25, 2018",1.0,4.0.3 and up,Canada
CG Jobs,FAMILY,5.0,8,14M,10+,Free,0,Everyone,Education,"August 1, 2018",1.1,4.2 and up,Canada
music (CG),FAMILY,,0,99M,50+,Free,0,Everyone,Entertainment,"April 24, 2018",1.0,4.1 and up,Canada
CG Patwari Exam,FAMILY,3.8,28,4.1M,"1,000+",Free,0,Teen,Education,"October 23, 2017",7.2,2.3 and up,Canada
BF CG Abstract Pictures,FAMILY,4.7,6,2.5M,"1,000+",Free,0,Teen,Entertainment,"June 19, 2015",2.7,3.0 and up,Canada
CG JOKES - Copy & Share,FAMILY,4.4,31,4.3M,"1,000+",Free,0,Everyone,Entertainment,"June 3, 2018",1.1,4.0 and up,Canada
Chrome Beta,PRODUCTIVITY,4.4,228755,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,United States
"OurHome – chores, rewards, groceries and calendar",FAMILY,4.3,3146,Varies with device,"100,000+",Free,0,Everyone,Lifestyle;Education,"January 31, 2018",3.13.2,4.1 and up,Canada
Dots puzzle,FAMILY,4.0,179,14M,"50,000+",Paid,$0.99,Everyone,Puzzle,"April 18, 2018",,4.0 and up,Canada
Flo's CH Boss Timer,FAMILY,3.5,163,3.4M,"1,000+",Free,0,Everyone,Role Playing,"March 27, 2017",1.2,4.0.3 and up,Canada
"Reading Race 1b: sh, ch words",FAMILY,,2,76M,50+,Paid,$3.99,Everyone,Educational;Education,"January 8, 2016",1.01,4.0 and up,Canada
Calvary.ch App,LIFESTYLE,4.4,10,7.7M,500+,Free,0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up,United States
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,4.2,25,6.5M,"10,000+",Free,0,Everyone,Auto & Vehicles,"August 2, 2017",1.02,4.2 and up,United States
Speech Therapy: CH,FAMILY,,0,14M,10+,Paid,$1.99,Everyone,Education,"October 8, 2016",1.0,2.3.3 and up,Canada
retteMi.ch,COMMUNICATION,,31,Varies with device,"5,000+",Free,0,Everyone,Communication,"April 28, 2018",Varies with device,Varies with device,UNITED KINGDOM
Chrome Canary (Unstable),PRODUCTIVITY,4.3,21866,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",70.0.3512.0,Varies with device,United States
ch-mm Dict,BOOKS_AND_REFERENCE,,0,1.4M,10+,Paid,$1.96,Everyone,Books & Reference,"July 18, 2014",1.0,2.3 and up,UNITED KINGDOM
boattheory.ch Full 2018,FAMILY,4.7,54,50M,"1,000+",Paid,$19.40,Everyone,Education,"November 18, 2017",3.1.2,4.2 and up,Canada
waut.ch!,FAMILY,4.5,10,2.5M,100+,Free,0,Everyone,Educational,"June 30, 2018",fcbd82b2-dd5b-41d2-af62-432271c42921,2.0 and up,Canada
autoricardo.ch – vehicles,LIFESTYLE,3.3,1045,13M,"100,000+",Free,0,Everyone,Lifestyle,"March 13, 2018",5.1,4.0 and up,United States
Chrome Dev,COMMUNICATION,4.4,63576,Varies with device,"5,000,000+",Free,0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies with device,UNITED KINGDOM
Legit Check App by Ch Daniel,LIFESTYLE,4.9,66,8.1M,"1,000+",Free,0,Everyone,Lifestyle,"July 18, 2018",1.0,4.1 and up,United States
Threema,COMMUNICATION,4.5,51110,Varies with device,"1,000,000+",Paid,$2.99,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,UNITED KINGDOM
DRAGON QUEST IV,FAMILY,4.7,1647,16M,"10,000+",Paid,$14.99,Everyone,Role Playing,"February 28, 2017",1.0.5,2.3 and up,Canada
CH Kadels,BUSINESS,4.4,36,10M,"1,000+",Free,0,Everyone,Business,"March 26, 2018",1.0.2,4.1 and up,United States
CH Kadels,BUSINESS,4.4,36,10M,"1,000+",Free,0,Everyone,Business,"March 26, 2018",1.0.2,4.1 and up,CANADA
usgang.ch,LIFESTYLE,3.7,492,Varies with device,"100,000+",Free,0,Everyone 10+,Lifestyle,"June 11, 2018",3.0.7,4.1 and up,United States
ci,FAMILY,3.0,1691,5.8M,"500,000+",Free,0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up,Canada
Valmet CI Tool,BUSINESS,,1,3.7M,500+,Free,0,Everyone,Business,"March 13, 2018",0.0.6,4.0 and up,United States
Valmet CI Tool,BUSINESS,,1,3.7M,500+,Free,0,Everyone,Business,"March 13, 2018",0.0.6,4.0 and up,CANADA
CI Remote for Go,PRODUCTIVITY,4.6,20,Varies with device,100+,Free,0,Everyone,Productivity,"July 2, 2018",Varies with device,Varies with device,United States
CI MOBI,FAMILY,4.3,108,42M,"5,000+",Free,0,Everyone,Education,"October 7, 2017",1.2.1,4.0 and up,Canada
CI Crew,FAMILY,,1,30M,100+,Free,0,Everyone,Entertainment,"March 8, 2018",0.7,2.3.3 and up,Canada
CI Staff App,LIFESTYLE,,0,10M,10+,Free,0,Everyone,Lifestyle,"October 4, 2017",1.0.7,4.1 and up,United States
IQ Test,PRODUCTIVITY,4.2,1623,1.8M,"100,000+",Free,0,Everyone,Productivity,"March 6, 2018",1.8,2.3 and up,United States
Thistletown CI,PRODUCTIVITY,1.0,1,6.6M,100+,Free,0,Everyone,Productivity,"March 15, 2018",41.9,4.1 and up,United States
CI Dictionary,FAMILY,4.6,31,3.2M,"1,000+",Free,0,Everyone,Education,"September 1, 2015",1.0,4.0.3 and up,Canada
RGN CI-Control,BUSINESS,,0,6.0M,50+,Free,0,Everyone,Business,"May 28, 2018",1.2,4.1 and up,United States
RGN CI-Control,BUSINESS,,0,6.0M,50+,Free,0,Everyone,Business,"May 28, 2018",1.2,4.1 and up,CANADA
CI Time,PRODUCTIVITY,,4,2.5M,100+,Free,0,Everyone,Productivity,"March 17, 2017",1.2.392,4.0 and up,United States
CI View,BUSINESS,,2,9.9M,100+,Free,0,Everyone,Business,"April 19, 2017",2.9,4.1 and up,United States
CI View,BUSINESS,,2,9.9M,100+,Free,0,Everyone,Business,"April 19, 2017",2.9,4.1 and up,CANADA
Ci - Logistics Group,BUSINESS,,1,10M,50+,Free,0,Everyone,Business,"March 4, 2015",1.0.0,4.0 and up,United States
Ci - Logistics Group,BUSINESS,,1,10M,50+,Free,0,Everyone,Business,"March 4, 2015",1.0.0,4.0 and up,CANADA
CI Attendance,PRODUCTIVITY,,0,172k,5+,Paid,$0.99,Everyone,Productivity,"August 17, 2013",1.0.0,3.1 and up,United States
C I Patel School,FAMILY,4.1,101,5.1M,"1,000+",Free,0,Everyone,Education,"March 10, 2017",1.3,4.0 and up,Canada
Majestic Cinema CI,BUSINESS,,45,15M,"5,000+",Free,0,Everyone,Business,"November 23, 2017",1.2.0,4.0 and up,United States
Majestic Cinema CI,BUSINESS,,45,15M,"5,000+",Free,0,Everyone,Business,"November 23, 2017",1.2.0,4.0 and up,CANADA
Bonjour 2017 Abidjan CI ❤❤❤❤❤,FAMILY,,235,3.3M,"10,000+",Free,0,Everyone,Entertainment,"February 16, 2017",1.0.2.0,2.0 and up,Canada
CI SA,BUSINESS,,0,10.0M,10+,Free,0,Everyone,Business,"June 11, 2018",1.0.2,4.1 and up,United States
CI SA,BUSINESS,,0,10.0M,10+,Free,0,Everyone,Business,"June 11, 2018",1.0.2,4.1 and up,CANADA
CircleCI Viewer,PRODUCTIVITY,4.6,16,3.2M,"1,000+",Free,0,Everyone,Productivity,"August 23, 2017",1.3.2,4.4 and up,United States
SimCity BuildIt,FAMILY,4.5,4218587,100M,"50,000,000+",Free,0,Everyone 10+,Simulation,"June 19, 2018",1.23.3.75024,4.0 and up,Canada
Test de Inteligencia CI,FAMILY,2.9,21,2.1M,"5,000+",Free,0,Everyone,Education,"May 11, 2015",1.05,2.3 and up,Canada
Calculate My IQ,FAMILY,,44,7.2M,"10,000+",Free,0,Everyone,Entertainment,"April 3, 2017",,2.3 and up,Canada
South Park: Phone Destroyer™,FAMILY,4.4,288835,91M,"5,000,000+",Free,0,Mature 17+,Strategy,"July 19, 2018",2.7.6,4.4 and up,Canada
CI CAFETERIAS UBER,PRODUCTIVITY,,0,2.8M,100+,Free,0,Everyone,Productivity,"June 11, 2018",18.6.5,4.4 and up,United States
CJ SO COOL,FAMILY,4.5,145,14M,"10,000+",Free,0,Everyone,Entertainment,"July 11, 2018",1.0,4.2 and up,Canada
CJ Fallon eBook Reader,FAMILY,1.9,76,14M,"5,000+",Free,0,Everyone,Education,"February 13, 2014",2.2.1,3.0 and up,Canada
CJ's Tire & Automotive,AUTO_AND_VEHICLES,4.0,5,34M,"1,000+",Free,0,Everyone,Auto & Vehicles,"July 30, 2018",2.8,2.3.3 and up,United States
CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5.0,5,11M,100+,Free,0,Everyone,Productivity,"May 30, 2018",1.0.1,4.1 and up,United States
CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15M,100+,Free,0,Everyone,Communication,"November 7, 2017",1.0,4.0 and up,UNITED KINGDOM
CJ DVD Rentals,COMMUNICATION,1.0,5,13M,100+,Free,0,Everyone,Communication,"October 6, 2017",1.0,4.1 and up,UNITED KINGDOM
Commission Manager,PRODUCTIVITY,3.2,12,2.2M,"1,000+",Free,0,Everyone,Productivity,"March 26, 2015",1.0.0.0,2.3.3 and up,United States
CJ Apps,BUSINESS,,0,24M,10+,Free,0,Everyone,Business,"April 10, 2018",2.1,4.1 and up,United States
CJ Apps,BUSINESS,,0,24M,10+,Free,0,Everyone,Business,"April 10, 2018",2.1,4.1 and up,CANADA
Codes for GTA San Andreas,FAMILY,3.8,12414,13M,"1,000,000+",Free,0,Everyone,Entertainment,"August 4, 2017",1.0.0,4.1 and up,Canada
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4.0,4,8.2M,500+,Free,0,Everyone,Productivity,"July 11, 2018",3.5.3,4.0.3 and up,United States
C J Academy,FAMILY,,0,5.2M,10+,Free,0,Everyone,Education,"April 2, 2018",1.0,4.4 and up,Canada
Sir C J New Primary School,FAMILY,5.0,3,9.2M,100+,Free,0,Everyone,Education,"July 25, 2018",1.0.10,4.0 and up,Canada
CJ the REALTOR,BUSINESS,5.0,1,4.2M,10+,Free,0,Everyone,Business,"May 31, 2017",1.0.8,4.0.3 and up,United States
CJ the REALTOR,BUSINESS,5.0,1,4.2M,10+,Free,0,Everyone,Business,"May 31, 2017",1.0.8,4.0.3 and up,CANADA
CJ IT ApS,BUSINESS,,0,18M,10+,Free,0,Everyone,Business,"July 2, 2015",1.31.62.109,4.0 and up,United States
CJ IT ApS,BUSINESS,,0,18M,10+,Free,0,Everyone,Business,"July 2, 2015",1.31.62.109,4.0 and up,CANADA
CJ Auto école,FAMILY,,0,12M,50+,Free,0,Everyone,Education,"June 24, 2014",1.0,2.2 and up,Canada
FANDOM for: GTA,FAMILY,3.9,39038,9.5M,"5,000,000+",Free,0,Mature 17+,Entertainment,"June 6, 2018",2.9.8,4.4 and up,Canada
San Andreas Crime City Gangster 3D,FAMILY,4.2,9403,Varies with device,"1,000,000+",Free,0,Teen,Simulation,"July 3, 2018",Varies with device,4.1 and up,Canada
Company Kitchen,LIFESTYLE,2.8,81,7.7M,"10,000+",Free,0,Everyone,Lifestyle,"March 6, 2018",2.0.0 (18.03.01),2.3.3 and up,United States
CK FFXIV Companion,FAMILY,4.3,1364,5.2M,"100,000+",Free,0,Everyone,Entertainment,"July 12, 2018",4.3.5,2.3 and up,Canada
Can Knockdown,FAMILY,4.1,155649,38M,"10,000,000+",Free,0,Everyone,Casual,"July 11, 2018",1.38,4.1 and up,Canada
Calvin Klein Petite Dresses,BEAUTY,,0,3.7M,500+,Free,0,Everyone,Beauty,"March 23, 2018",1,4.1 and up,INDIA
Louis CK,FAMILY,4.7,244,25M,"10,000+",Free,0,Mature 17+,Entertainment,"October 11, 2017",1.2.0,4.1 and up,Canada
CK-12: Practice Math & Science,FAMILY,4.2,562,20M,"50,000+",Free,0,Everyone,Education;Education,"December 21, 2017",3.8.0.251918,4.1 and up,Canada
CK 初一 十五,LIFESTYLE,4.0,294,153k,"10,000+",Free,0,Everyone,Lifestyle,"July 3, 2013",1.0.12,2.1 and up,United States
Brainf*ck Interpreter,FAMILY,4.0,24,1.9M,"1,000+",Free,0,Mature 17+,Entertainment,"September 3, 2016",1.0.6,2.3 and up,Canada
CK-12 Physics Simulations,FAMILY,4.1,30,24M,"5,000+",Free,0,Everyone,Education;Education,"April 18, 2018",1.0.7,4.1 and up,Canada
USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40M,10+,Paid,$19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up,Canada
CK Employee Portal,BUSINESS,5.0,7,15M,"1,000+",Free,0,Everyone,Business,"January 5, 2017",1.0.1,4.1 and up,United States
CK Employee Portal,BUSINESS,5.0,7,15M,"1,000+",Free,0,Everyone,Business,"January 5, 2017",1.0.1,4.1 and up,CANADA
FML F*ck my life + widget,FAMILY,4.2,1415,209k,"100,000+",Free,0,Everyone,Entertainment,"May 21, 2010",3.1,1.5 and up,Canada
USMLE Step 2 CK Cards Lite,FAMILY,4.0,28,1.5M,"5,000+",Free,0,Everyone,Education,"May 20, 2014",2.46,2.2 and up,Canada
Company Kitchen Inventory,BUSINESS,,3,2.3M,"1,000+",Free,0,Everyone,Business,"July 16, 2015",2.38,4.0 and up,United States
Company Kitchen Inventory,BUSINESS,,3,2.3M,"1,000+",Free,0,Everyone,Business,"July 16, 2015",2.38,4.0 and up,CANADA
